X	Targets	Model_pred
3307	Glyma.11G143500	1
3310	Glyma.11G146500	1
3311	Glyma.11G147108	1
3312	Glyma.11G149825	1
3315	Glyma.11G151915	1
3316	Glyma.11G152000	1
3318	Glyma.11G152200	1
3325	Glyma.11G159021	1
3326	Glyma.11G159230	1
3327	Glyma.11G160900	1
3328	Glyma.11G161000	1
3329	Glyma.11G161947	1
3330	Glyma.11G162100	1
3331	Glyma.11G163300	1
3332	Glyma.11G164000	1
3333	Glyma.11G164037	1
3334	Glyma.11G164700	1
3335	Glyma.11G166128	1
3336	Glyma.11G169264	1
3337	Glyma.11G171400	1
3342	Glyma.11G179300	1
3343	Glyma.11G179400	1
3344	Glyma.11G179600	1
3349	Glyma.11G182600	1
3350	Glyma.11G183300	1
3352	Glyma.11G189500	1
3353	Glyma.11G191200	1
3354	Glyma.11G191900	1
3355	Glyma.11G192300	1
3356	Glyma.11G192700	1
3359	Glyma.11G196300	1
3360	Glyma.11G198300	1
3361	Glyma.11G198500	1
3363	Glyma.11G201200	1
3364	Glyma.11G201700	1
3367	Glyma.11G207500	1
3369	Glyma.11G212900	1
3376	Glyma.11G217200	1
3377	Glyma.11G217400	1
3379	Glyma.11G218900	1
3383	Glyma.11G221600	1
3384	Glyma.11G222300	1
3386	Glyma.11G223200	1
3387	Glyma.11G223700	1
3391	Glyma.11G226900	1
3396	Glyma.11G230300	1
3398	Glyma.11G230700	1
3399	Glyma.11G231400	1
3405	Glyma.11G235600	1
3406	Glyma.11G235800	1
3407	Glyma.11G236600	1
3408	Glyma.11G237200	1
3409	Glyma.11G238300	1
3413	Glyma.11G241702	1
3415	Glyma.11G243100	1
3416	Glyma.11G243200	1
3417	Glyma.11G243900	1
3418	Glyma.11G244000	1
3421	Glyma.11G244900	1
3422	Glyma.11G245400	1
3423	Glyma.11G245600	1
3425	Glyma.11G246900	1
3426	Glyma.11G247500	1
3427	Glyma.11G247600	1
3428	Glyma.11G249600	1
3430	Glyma.11G252100	1
3431	Glyma.11G252200	1
3432	Glyma.11G252700	1
3434	Glyma.12G002300	1
3435	Glyma.12G002500	1
3436	Glyma.12G005200	1
3440	Glyma.12G007200	1
3441	Glyma.12G007300	1
3442	Glyma.12G007400	1
3444	Glyma.12G008700	1
3445	Glyma.12G009600	1
3446	Glyma.12G009700	1
3448	Glyma.12G011600	1
3453	Glyma.12G013200	1
3454	Glyma.12G015300	1
3456	Glyma.12G016300	1
3457	Glyma.12G016500	1
3458	Glyma.12G016900	1
3459	Glyma.12G017700	1
3461	Glyma.12G019000	1
3462	Glyma.12G019200	1
3463	Glyma.12G019800	1
3469	Glyma.12G022100	1
3471	Glyma.12G025400	1
3473	Glyma.12G028100	1
3474	Glyma.12G030600	1
3475	Glyma.12G031000	1
3476	Glyma.12G031200	1
3477	Glyma.12G031300	1
3479	Glyma.12G032200	1
3481	Glyma.12G032700	1
3485	Glyma.12G036000	1
3487	Glyma.12G037400	1
3488	Glyma.12G037700	1
3493	Glyma.12G041300	1
3496	Glyma.12G043400	1
3497	Glyma.12G043700	1
3499	Glyma.12G045300	1
3500	Glyma.12G045400	1
3501	Glyma.12G045700	1
3502	Glyma.12G046000	1
3505	Glyma.12G047500	1
3507	Glyma.12G049300	1
3510	Glyma.12G052500	1
3514	Glyma.12G054200	1
3515	Glyma.12G055300	1
3517	Glyma.12G055900	1
3518	Glyma.12G056700	1
3524	Glyma.12G063000	1
3526	Glyma.12G063700	1
3529	Glyma.12G068100	1
3532	Glyma.12G071300	1
3535	Glyma.12G073000	1
3536	Glyma.12G073100	1
3537	Glyma.12G074300	1
3538	Glyma.12G075300	1
3539	Glyma.12G077333	1
3540	Glyma.12G079800	1
3541	Glyma.12G081100	1
3542	Glyma.12G081300	1
3543	Glyma.12G082100	1
3544	Glyma.12G084500	1
3545	Glyma.12G084900	1
3549	Glyma.12G087100	1
3550	Glyma.12G087200	1
3551	Glyma.12G088400	1
3552	Glyma.12G089900	1
3556	Glyma.12G094000	1
3557	Glyma.12G094100	1
3558	Glyma.12G095100	1
3560	Glyma.12G096300	1
3561	Glyma.12G097100	1
3563	Glyma.12G098600	1
3565	Glyma.12G101200	1
3566	Glyma.12G103600	1
3568	Glyma.12G105900	1
3569	Glyma.12G108100	1
3570	Glyma.12G110100	1
3571	Glyma.12G114100	1
3572	Glyma.12G116100	1
3574	Glyma.12G117500	1
3575	Glyma.12G117900	1
3576	Glyma.12G120500	1
3577	Glyma.12G120800	1
3584	Glyma.12G135500	1
3585	Glyma.12G135700	1
3586	Glyma.12G137700	1
3588	Glyma.12G142900	1
3589	Glyma.12G143200	1
3591	Glyma.12G144400	1
3593	Glyma.12G147700	1
3594	Glyma.12G151500	1
3595	Glyma.12G154300	1
3596	Glyma.12G155900	1
3597	Glyma.12G156532	1
3598	Glyma.12G158460	1
3600	Glyma.12G163008	1
3601	Glyma.12G167800	1
3602	Glyma.12G169200	1
3603	Glyma.12G169400	1
3605	Glyma.12G169600	1
3606	Glyma.12G170400	1
3607	Glyma.12G170900	1
3609	Glyma.12G172600	1
3610	Glyma.12G172800	1
3613	Glyma.12G175800	1
3615	Glyma.12G179600	1
3616	Glyma.12G179800	1
3617	Glyma.12G180000	1
3618	Glyma.12G180400	1
3619	Glyma.12G181500	1
3621	Glyma.12G181800	1
3622	Glyma.12G182100	1
3626	Glyma.12G185400	1
3630	Glyma.12G187400	1
3632	Glyma.12G189000	1
3637	Glyma.12G193800	1
3638	Glyma.12G194000	1
3639	Glyma.12G194300	1
3640	Glyma.12G196200	1
3643	Glyma.12G198800	1
3644	Glyma.12G199400	1
3645	Glyma.12G200200	1
3646	Glyma.12G200400	1
3648	Glyma.12G200600	1
3651	Glyma.12G202500	1
3653	Glyma.12G204100	1
3654	Glyma.12G205000	1
3655	Glyma.12G206700	1
3657	Glyma.12G207400	1
3658	Glyma.12G208400	1
3662	Glyma.12G210000	1
3663	Glyma.12G210600	1
3664	Glyma.12G212100	1
3665	Glyma.12G212300	1
3667	Glyma.12G214100	1
3668	Glyma.12G215100	1
3669	Glyma.12G215200	1
3670	Glyma.12G215300	1
3671	Glyma.12G216100	1
3673	Glyma.12G218200	1
3675	Glyma.12G219300	1
3676	Glyma.12G219400	1
3678	Glyma.12G222000	1
3679	Glyma.12G222200	1
3682	Glyma.12G224000	1
3685	Glyma.12G225800	1
3686	Glyma.12G226100	1
3688	Glyma.12G227400	1
3689	Glyma.12G227700	1
3692	Glyma.12G229200	1
3693	Glyma.12G233500	1
3694	Glyma.12G234500	1
3697	Glyma.12G235500	1
3698	Glyma.12G236500	1
3700	Glyma.12G239400	1
3701	Glyma.12G240600	1
3703	Glyma.U031322::	1
3706	Glyma.13G005100	1
3707	Glyma.13G005500	1
3709	Glyma.13G009100	1
3710	Glyma.13G026901	1
3716	Glyma.13G032000	1
3720	Glyma.13G033900	1
3721	Glyma.13G034600	1
3723	Glyma.13G035800	1
3724	Glyma.13G035900	1
3725	Glyma.13G036100	1
3729	Glyma.13G042500	1
3730	Glyma.13G043900	1
3732	Glyma.13G045100	1
3734	Glyma.13G045800	1
3735	Glyma.13G046200	1
3736	Glyma.13G046300	1
3738	Glyma.13G047300	1
3741	Glyma.13G048500	1
3742	Glyma.13G048800	1
3743	Glyma.13G049000	1
3745	Glyma.13G053900	1
3746	Glyma.13G054400	1
3747	Glyma.13G054800	1
3748	Glyma.13G055200	1
3749	Glyma.13G055400	1
3750	Glyma.13G056100	1
3751	Glyma.13G056200	1
3753	Glyma.13G062200	1
3754	Glyma.13G062700	1
3755	Glyma.13G062900	1
3763	Glyma.13G068400	1
3765	Glyma.13G069000	1
3766	Glyma.13G069100	1
3767	Glyma.13G069200	1
3769	Glyma.13G070100	1
3770	Glyma.13G072700	1
3771	Glyma.13G072800	1
3772	Glyma.13G073900	1
3773	Glyma.13G076800	1
3775	Glyma.13G079300	1
3776	Glyma.13G085800	1
3777	Glyma.13G085900	1
3778	Glyma.13G087300	1
3779	Glyma.13G087400	1
3780	Glyma.13G087500	1
3781	Glyma.13G087900	1
3783	Glyma.13G088100	1
3785	Glyma.13G089600	1
3786	Glyma.13G089700	1
3792	Glyma.13G094200	1
3794	Glyma.13G095700	1
3795	Glyma.13G096500	1
3799	Glyma.13G102700	1
3800	Glyma.13G106900	1
3805	Glyma.13G111600	1
3807	Glyma.13G112000	1
3808	Glyma.13G112100	1
3810	Glyma.13G113400	1
3811	Glyma.13G114800	1
3812	Glyma.13G115000	1
3813	Glyma.13G115300	1
3814	Glyma.13G117500	1
3815	Glyma.13G117600	1
3816	Glyma.13G118300	1
3817	Glyma.13G118900	1
3821	Glyma.13G122300	1
3822	Glyma.13G123000	1
3824	Glyma.13G127200	1
3825	Glyma.13G128100	1
3826	Glyma.13G129000	1
3828	Glyma.13G129300	1
3829	Glyma.13G130700	1
3831	Glyma.13G133500	1
3834	Glyma.13G134900	1
3835	Glyma.13G135500	1
3836	Glyma.13G136700	1
3838	Glyma.13G139100	1
3839	Glyma.13G139400	1
3840	Glyma.13G139500	1
3841	Glyma.13G140700	1
3842	Glyma.13G141700	1
3843	Glyma.13G141900	1
3845	Glyma.13G143500	1
3846	Glyma.13G143600	1
3847	Glyma.13G144202	1
3853	Glyma.13G149100	1
3855	Glyma.13G149800	1
3858	Glyma.13G151300	1
3859	Glyma.13G151800	1
3860	Glyma.13G152542	1
3861	Glyma.13G152814	1
3862	Glyma.13G152950	1
3863	Glyma.13G153300	1
3866	Glyma.13G155200	1
3867	Glyma.13G156500	1
3870	Glyma.13G158200	1
3871	Glyma.13G159000	1
3873	Glyma.13G159600	1
3874	Glyma.13G160400	1
3875	Glyma.13G162900	1
3878	Glyma.13G165400	1
3882	Glyma.13G167800	1
3884	Glyma.13G172000	1
3885	Glyma.13G173300	1
3887	Glyma.13G173500	1
3889	Glyma.13G176300	1
3890	Glyma.13G176500	1
3891	Glyma.13G176600	1
3894	Glyma.13G181200	1
3895	Glyma.13G183900	1
3898	Glyma.13G186600	1
3899	Glyma.13G187000	1
3900	Glyma.13G191400	1
3905	Glyma.13G196200	1
3906	Glyma.13G196500	1
3908	Glyma.13G199800	1
3910	Glyma.13G200300	1
3911	Glyma.13G200800	1
3912	Glyma.13G201200	1
3913	Glyma.13G202200	1
3916	Glyma.13G204800	1
3917	Glyma.13G205300	1
3918	Glyma.13G205400	1
3920	Glyma.13G206600	1
3921	Glyma.13G208000	1
3922	Glyma.13G209600	1
3924	Glyma.13G210700	1
3926	Glyma.13G211800	1
3930	Glyma.13G213500	1
3931	Glyma.13G214400	1
3932	Glyma.13G215100	1
3934	Glyma.13G217900	1
3936	Glyma.13G220100	1
3937	Glyma.13G220900	1
3938	Glyma.13G221400	1
3939	Glyma.13G221700	1
3941	Glyma.13G223400	1
3942	Glyma.13G224500	1
3943	Glyma.13G225700	1
3944	Glyma.13G227000	1
3949	Glyma.13G231700	1
3951	Glyma.13G232500	1
3952	Glyma.13G233000	1
3953	Glyma.13G233300	1
3954	Glyma.13G233500	1
3955	Glyma.13G233600	1
3959	Glyma.13G236500	1
3962	Glyma.13G240500	1
3963	Glyma.13G240600	1
3964	Glyma.13G240800	1
3965	Glyma.13G241900	1
3967	Glyma.13G246500	1
3970	Glyma.13G246800	1
3973	Glyma.13G253300	1
3974	Glyma.13G253800	1
3975	Glyma.13G255300	1
3978	Glyma.13G257400	1
3979	Glyma.13G258300	1
3980	Glyma.13G258500	1
3982	Glyma.13G261700	1
3983	Glyma.13G262400	1
3986	Glyma.13G265400	1
3989	Glyma.13G266600	1
3990	Glyma.13G269100	1
3993	Glyma.13G270400	1
3994	Glyma.13G270600	1
3996	Glyma.13G271400	1
3998	Glyma.13G274100	1
3999	Glyma.13G275100	1
4000	Glyma.13G275400	1
4001	Glyma.13G276100	1
4002	Glyma.13G277400	1
4004	Glyma.13G277900	1
4005	Glyma.13G278400	1
4007	Glyma.13G279900	1
4008	Glyma.13G280400	1
4009	Glyma.13G281400	1
4010	Glyma.13G281700	1
4011	Glyma.13G281900	1
4013	Glyma.13G282100	1
4014	Glyma.13G282200	1
4015	Glyma.13G283400	1
4016	Glyma.13G283500	1
4018	Glyma.13G284900	1
4020	Glyma.13G285400	1
4023	Glyma.13G287200	1
4026	Glyma.13G293100	1
4027	Glyma.13G293200	1
4029	Glyma.13G294400	1
4030	Glyma.13G296400	1
4031	Glyma.13G298900	1
4032	Glyma.13G299200	1
4033	Glyma.13G301400	1
4035	Glyma.13G301900	1
4036	Glyma.13G302100	1
4037	Glyma.13G302500	1
4038	Glyma.13G302700	1
4042	Glyma.13G305500	1
4044	Glyma.13G306300	1
4047	Glyma.13G308700	1
4048	Glyma.13G308800	1
4049	Glyma.13G310100	1
4054	Glyma.13G312800	1
4055	Glyma.13G313500	1
4056	Glyma.13G314100	1
4057	Glyma.13G314400	1
4058	Glyma.13G315800	1
4062	Glyma.13G319000	1
4063	Glyma.13G319400	1
4064	Glyma.13G319500	1
4065	Glyma.13G320800	1
4066	Glyma.13G323400	1
4068	Glyma.13G324534	1
4069	Glyma.13G325100	1
4070	Glyma.13G325600	1
4074	Glyma.13G327500	1
4075	Glyma.13G327951	1
4077	Glyma.13G330600	1
4078	Glyma.13G330800	1
4081	Glyma.13G337900	1
4082	Glyma.13G338400	1
4083	Glyma.13G340500	1
4084	Glyma.13G340900	1
4087	Glyma.13G344200	1
4089	Glyma.13G346300	1
4094	Glyma.13G350300	1
4097	Glyma.13G351600	1
4100	Glyma.13G354100	1
4101	Glyma.13G354900	1
4102	Glyma.13G355800	1
4103	Glyma.13G356000	1
4104	Glyma.13G357200	1
4106	Glyma.13G358900	1
4107	Glyma.13G359800	1
4108	Glyma.13G361500	1
4109	Glyma.13G361900	1
4110	Glyma.13G364801	1
4112	Glyma.13G367700	1
4114	Glyma.13G370000	1
4115	Glyma.13G370100	1
4116	Glyma.13G370200	1
4118	Glyma.13G371900	1
4119	Glyma.13G372000	1
4121	Glyma.13G372900	1
4123	Glyma.14G001300	1
4124	Glyma.14G001900	1
4126	Glyma.14G002900	1
4128	Glyma.14G003800	1
4129	Glyma.14G004000	1
4132	Glyma.14G007100	1
4134	Glyma.14G008000	1
4135	Glyma.14G009300	1
4136	Glyma.14G009700	1
4137	Glyma.14G012700	1
4138	Glyma.14G014200	1
4139	Glyma.14G014300	1
4140	Glyma.14G014700	1
4142	Glyma.14G015700	1
4143	Glyma.14G016300	1
4144	Glyma.14G016400	1
4146	Glyma.14G017400	1
4148	Glyma.14G021000	1
4149	Glyma.14G021400	1
4153	Glyma.14G028000	1
4155	Glyma.14G030000	1
4156	Glyma.14G030100	1
4157	Glyma.14G030700	1
4159	Glyma.14G031200	1
4162	Glyma.14G036900	1
4163	Glyma.14G038200	1
4164	Glyma.14G038300	1
4167	Glyma.14G042000	1
4168	Glyma.14G042100	1
4172	Glyma.14G047000	1
4173	Glyma.14G048000	1
4174	Glyma.14G048200	1
4178	Glyma.14G050900	1
4184	Glyma.14G053700	1
4185	Glyma.14G056300	1
4187	Glyma.14G056800	1
4189	Glyma.14G058700	1
4191	Glyma.14G060500	1
4192	Glyma.14G061100	1
4193	Glyma.14G062600	1
4194	Glyma.14G062700	1
4195	Glyma.14G063700	1
4197	Glyma.14G064200	1
4199	Glyma.14G066400	1
4201	Glyma.14G068700	1
4205	Glyma.14G073100	1
4206	Glyma.14G073200	1
4207	Glyma.14G073300	1
4208	Glyma.14G074100	1
4209	Glyma.14G076000	1
4213	Glyma.14G077500	1
4214	Glyma.14G078200	1
4216	Glyma.14G079400	1
4218	Glyma.14G080200	1
4220	Glyma.14G083100	1
4222	Glyma.14G085200	1
4223	Glyma.14G085900	1
4224	Glyma.14G086200	1
4228	Glyma.14G089021	1
4229	Glyma.14G089024	1
4230	Glyma.14G089054	1
4232	Glyma.14G089063	1
4234	Glyma.14G089075	1
4235	Glyma.14G091200	1
4237	Glyma.14G092500	1
4239	Glyma.14G095300	1
4242	Glyma.14G096600	1
4247	Glyma.14G101800	1
4250	Glyma.14G105200	1
4251	Glyma.14G105500	1
4253	Glyma.14G114600	1
4255	Glyma.14G116200	1
4259	Glyma.14G120300	1
4263	Glyma.14G124300	1
4265	Glyma.14G130000	1
4266	Glyma.14G130300	1
4268	Glyma.14G134800	1
4272	Glyma.14G141800	1
4273	Glyma.14G142300	1
4275	Glyma.14G145200	1
4276	Glyma.14G148800	1
4277	Glyma.14G150600	1
4278	Glyma.14G151300	1
4279	Glyma.14G151400	1
4281	Glyma.14G152700	1
4282	Glyma.14G153000	1
4283	Glyma.14G155500	1
4284	Glyma.14G156400	1
4285	Glyma.14G157300	1
4291	Glyma.14G169300	1
4295	Glyma.14G171800	1
4296	Glyma.14G174200	1
4297	Glyma.14G174400	1
4298	Glyma.14G174500	1
4300	Glyma.14G175400	1
4301	Glyma.14G176400	1
4302	Glyma.14G176600	1
4304	Glyma.14G177200	1
4306	Glyma.14G178900	1
4309	Glyma.14G179300	1
4311	Glyma.14G181000	1
4313	Glyma.14G185300	1
4315	Glyma.14G186900	1
4316	Glyma.14G187000	1
4317	Glyma.14G187700	1
4319	Glyma.14G190100	1
4320	Glyma.14G190300	1
4322	Glyma.14G191300	1
4324	Glyma.14G193700	1
4325	Glyma.14G194100	1
4327	Glyma.14G196700	1
4328	Glyma.14G197600	1
4329	Glyma.14G198700	1
4330	Glyma.14G199200	1
4332	Glyma.14G199800	1
4334	Glyma.14G200200	1
4338	Glyma.14G201900	1
4339	Glyma.14G203100	1
4340	Glyma.14G203700	1
4341	Glyma.14G205200	1
4342	Glyma.14G205600	1
4343	Glyma.14G206200	1
4344	Glyma.14G206700	1
4345	Glyma.14G207500	1
4346	Glyma.14G207700	1
4347	Glyma.14G208000	1
4348	Glyma.14G208400	1
4349	Glyma.14G210700	1
4354	Glyma.14G212400	1
4357	Glyma.14G215200	1
4359	Glyma.14G215800	1
4361	Glyma.14G217200	1
4362	Glyma.14G217700	1
4364	Glyma.14G218200	1
4365	Glyma.14G218800	1
4366	Glyma.14G219000	1
4368	Glyma.14G222400	1
4370	Glyma.14G222700	1
4371	Glyma.14G223200	1
4372	Glyma.14G223500	1
4374	Glyma.U031624::	1
4378	Glyma.15G006300	1
4379	Glyma.15G009900	1
4381	Glyma.15G011800	1
4385	Glyma.15G012500	1
4387	Glyma.15G013900	1
4390	Glyma.15G015800	1
4394	Glyma.15G017900	1
4395	Glyma.15G018100	1
4396	Glyma.15G018400	1
4397	Glyma.15G019100	1
4398	Glyma.15G019500	1
4401	Glyma.15G024600	1
4402	Glyma.15G024800	1
4403	Glyma.15G025600	1
4404	Glyma.15G026000	1
4406	Glyma.15G028400	1
4408	Glyma.15G033000	1
4409	Glyma.15G033800	1
4411	Glyma.15G034900	1
4412	Glyma.15G036900	1
4414	Glyma.15G037400	1
4415	Glyma.15G038200	1
4417	Glyma.15G040900	1
4419	Glyma.15G043600	1
4423	Glyma.15G047700	1
4424	Glyma.15G048200	1
4429	Glyma.15G052400	1
4430	Glyma.15G052600	1
4431	Glyma.15G052700	1
4432	Glyma.15G053700	1
4433	Glyma.15G054500	1
4435	Glyma.15G055700	1
4438	Glyma.15G057600	1
4439	Glyma.15G057700	1
4441	Glyma.15G058900	1
4442	Glyma.15G059800	1
4447	Glyma.15G063000	1
4449	Glyma.15G064700	1
4450	Glyma.15G065100	1
4452	Glyma.15G067200	1
4453	Glyma.15G068300	1
4455	Glyma.15G071200	1
4458	Glyma.15G073000	1
4460	Glyma.15G074600	1
4462	Glyma.15G077000	1
4465	Glyma.15G079100	1
4466	Glyma.15G079500	1
4467	Glyma.15G080000	1
4468	Glyma.15G080200	1
4470	Glyma.15G082000	1
4472	Glyma.15G084200	1
4475	Glyma.15G088100	1
4477	Glyma.15G089100	1
4478	Glyma.15G089700	1
4481	Glyma.15G092700	1
4484	Glyma.15G099500	1
4485	Glyma.15G102000	1
4486	Glyma.15G103333	1
4487	Glyma.15G104100	1
4489	Glyma.15G105100	1
4491	Glyma.15G105900	1
4492	Glyma.15G106000	1
4493	Glyma.15G106200	1
4495	Glyma.15G107200	1
4497	Glyma.15G107700	1
4498	Glyma.15G107900	1
4499	Glyma.15G108400	1
4503	Glyma.15G111500	1
4504	Glyma.15G111600	1
4506	Glyma.15G115000	1
4507	Glyma.15G115200	1
4509	Glyma.15G115600	1
4510	Glyma.15G116700	1
4511	Glyma.15G118600	1
4512	Glyma.15G118700	1
4513	Glyma.15G118800	1
4514	Glyma.15G119900	1
4518	Glyma.15G122100	1
4520	Glyma.15G123400	1
4521	Glyma.15G123700	1
4522	Glyma.15G124900	1
4524	Glyma.15G128800	1
4526	Glyma.15G129200	1
4527	Glyma.15G130300	1
4528	Glyma.15G131300	1
4529	Glyma.15G132200	1
4530	Glyma.15G132800	1
4531	Glyma.15G133600	1
4534	Glyma.15G134900	1
4536	Glyma.15G136000	1
4537	Glyma.15G136200	1
4539	Glyma.15G140200	1
4543	Glyma.15G145700	1
4548	Glyma.15G152000	1
4549	Glyma.15G152200	1
4550	Glyma.15G152400	1
4551	Glyma.15G152700	1
4553	Glyma.15G156100	1
4554	Glyma.15G156400	1
4559	Glyma.15G160300	1
4560	Glyma.15G160700	1
4561	Glyma.15G160900	1
4562	Glyma.15G162600	1
4564	Glyma.15G163900	1
4566	Glyma.15G167800	1
4569	Glyma.15G170500	1
4570	Glyma.15G170700	1
4571	Glyma.15G171000	1
4574	Glyma.15G174200	1
4576	Glyma.15G178400	1
4577	Glyma.15G179600	1
4578	Glyma.15G181600	1
4583	Glyma.15G190500	1
4585	Glyma.15G193000	1
4587	Glyma.15G194600	1
4589	Glyma.15G197800	1
4590	Glyma.15G199700	1
4592	Glyma.15G201400	1
4595	Glyma.15G203500	1
4601	Glyma.15G212100	1
4602	Glyma.15G212400	1
4603	Glyma.15G213400	1
4608	Glyma.15G219400	1
4609	Glyma.15G222300	1
4610	Glyma.15G223900	1
4611	Glyma.15G228400	1
4614	Glyma.15G236100	1
4615	Glyma.15G237800	1
4616	Glyma.15G238600	1
4617	Glyma.15G239200	1
4618	Glyma.15G239500	1
4619	Glyma.15G239600	1
4624	Glyma.15G243000	1
4626	Glyma.15G247900	1
4627	Glyma.15G248200	1
4628	Glyma.15G248300	1
4629	Glyma.15G249800	1
4630	Glyma.15G250800	1
4631	Glyma.15G251500	1
4633	Glyma.15G252200	1
4634	Glyma.15G253000	1
4638	Glyma.15G256000	1
4639	Glyma.15G256300	1
4640	Glyma.15G258200	1
4641	Glyma.15G261100	1
4647	Glyma.15G268500	1
4648	Glyma.15G270000	1
4649	Glyma.15G270100	1
4652	Glyma.15G271200	1
4653	Glyma.15G271500	1
4654	Glyma.15G271800	1
4656	Glyma.15G272800	1
4657	Glyma.15G273600	1
4661	Glyma.15G275600	1
4662	Glyma.15G275700	1
4663	Glyma.15G275900	1
4664	Glyma.15G276100	1
4666	Glyma.16G004400	1
4667	Glyma.16G004800	1
4668	Glyma.16G007700	1
4669	Glyma.16G008500	1
4671	Glyma.16G009100	1
4672	Glyma.16G010000	1
4673	Glyma.16G012100	1
4674	Glyma.16G012700	1
4675	Glyma.16G013500	1
4676	Glyma.16G013900	1
4678	Glyma.16G014200	1
4680	Glyma.16G014700	1
4681	Glyma.16G016100	1
4683	Glyma.16G017500	1
4684	Glyma.16G017600	1
4687	Glyma.16G019700	1
4688	Glyma.16G019900	1
4690	Glyma.16G020500	1
4691	Glyma.16G021200	1
4692	Glyma.16G021300	1
4694	Glyma.16G022000	1
4695	Glyma.16G023000	1
4696	Glyma.16G023200	1
4697	Glyma.16G024200	1
4698	Glyma.16G024500	1
4700	Glyma.16G027700	1
4701	Glyma.16G028100	1
4704	Glyma.16G028800	1
4705	Glyma.16G031100	1
4708	Glyma.16G034626	1
4709	Glyma.16G035000	1
4710	Glyma.16G037100	1
4720	Glyma.16G042900	1
4721	Glyma.16G043100	1
4724	Glyma.16G044600	1
4725	Glyma.16G044900	1
4726	Glyma.16G047300	1
4727	Glyma.16G047600	1
4728	Glyma.16G051300	1
4729	Glyma.16G051600	1
4731	Glyma.16G052900	1
4732	Glyma.16G055000	1
4733	Glyma.16G055100	1
4735	Glyma.16G059500	1
4736	Glyma.16G059700	1
4737	Glyma.16G061400	1
4738	Glyma.16G061800	1
4740	Glyma.16G062600	1
4741	Glyma.16G063200	1
4743	Glyma.16G064200	1
4744	Glyma.16G068000	1
4746	Glyma.16G069300	1
4747	Glyma.16G073400	1
4748	Glyma.16G074600	1
4749	Glyma.16G076400	1
4750	Glyma.16G077200	1
4751	Glyma.16G077900	1
4752	Glyma.16G078800	1
4755	Glyma.16G081400	1
4756	Glyma.16G082200	1
4758	Glyma.16G087300	1
4766	Glyma.16G096600	1
4769	Glyma.16G103900	1
4772	Glyma.16G109700	1
4773	Glyma.16G109900	1
4774	Glyma.16G111500	1
4775	Glyma.16G115600	1
4776	Glyma.16G117700	1
4783	Glyma.16G130300	1
4784	Glyma.16G130400	1
4785	Glyma.16G131700	1
4786	Glyma.16G131800	1
4787	Glyma.16G132500	1
4788	Glyma.16G133500	1
4789	Glyma.16G135200	1
4790	Glyma.16G136600	1
4791	Glyma.16G137000	1
4793	Glyma.16G141100	1
4795	Glyma.16G142500	1
4796	Glyma.16G143200	1
4797	Glyma.16G143600	1
4799	Glyma.16G145100	1
4800	Glyma.16G145200	1
4801	Glyma.16G145500	1
4803	Glyma.16G145800	1
4804	Glyma.16G145900	1
4805	Glyma.16G146500	1
4807	Glyma.16G147600	1
4808	Glyma.16G148600	1
4811	Glyma.16G153400	1
4812	Glyma.16G153500	1
4813	Glyma.16G154200	1
4815	Glyma.16G155300	1
4816	Glyma.16G156100	1
4817	Glyma.16G156200	1
4825	Glyma.16G164200	1
4826	Glyma.16G164400	1
4833	Glyma.16G168000	1
4836	Glyma.16G170100	1
4837	Glyma.16G172200	1
4842	Glyma.16G176600	1
4843	Glyma.16G177900	1
4844	Glyma.16G178900	1
4846	Glyma.16G179500	1
4850	Glyma.16G188800	1
4851	Glyma.16G189100	1
4852	Glyma.16G195600	1
4853	Glyma.16G197300	1
4857	Glyma.16G203100	1
4858	Glyma.16G204600	1
4859	Glyma.16G205100	1
4860	Glyma.16G205200	1
4861	Glyma.16G207700	1
4862	Glyma.16G207800	1
4863	Glyma.16G208600	1
4864	Glyma.16G209800	1
4865	Glyma.16G209900	1
4866	Glyma.16G210800	1
4867	Glyma.16G211100	1
4868	Glyma.16G211400	1
4870	Glyma.16G212600	1
4873	Glyma.16G213400	1
4876	Glyma.16G214100	1
4877	Glyma.16G214500	1
4881	Glyma.16G215100	1
4884	Glyma.16G218500	1
4885	Glyma.16G219500	1
4888	Glyma.16G220700	1
4889	Glyma.16G220900	1
4893	Glyma.17G003200	1
4894	Glyma.17G003900	1
4899	Glyma.17G007900	1
4901	Glyma.17G008600	1
4902	Glyma.17G009400	1
4906	Glyma.17G012000	1
4909	Glyma.17G013000	1
4911	Glyma.17G015100	1
4914	Glyma.17G017000	1
4918	Glyma.17G021100	1
4921	Glyma.17G023000	1
4922	Glyma.17G025900	1
4923	Glyma.17G027300	1
4924	Glyma.17G029600	1
4931	Glyma.17G032600	1
4934	Glyma.17G035400	1
4936	Glyma.17G038800	1
4939	Glyma.17G042100	1
4940	Glyma.17G042300	1
4942	Glyma.17G046300	1
4943	Glyma.17G046500	1
4945	Glyma.17G048100	1
4946	Glyma.17G048900	1
4947	Glyma.17G050600	1
4949	Glyma.17G052400	1
4950	Glyma.17G052800	1
4951	Glyma.17G056900	1
4952	Glyma.17G057100	1
4953	Glyma.17G058600	1
4954	Glyma.17G059800	1
4955	Glyma.17G060400	1
4956	Glyma.17G061300	1
4958	Glyma.17G062500	1
4959	Glyma.17G062900	1
4960	Glyma.17G063500	1
4961	Glyma.17G064100	1
4962	Glyma.17G064600	1
4963	Glyma.17G065000	1
