,tgenes,indexarray
3580,Glyma.11G134900::Gm11:10263986-10265986,1400
3581,Glyma.11G134900::Gm11:10263986-10265986,1500
3582,Glyma.11G136700::Gm11:10348010-10350010,1500
3583,Glyma.11G136700::Gm11:10348010-10350010,1600
3584,Glyma.11G139400::Gm11:10588770-10590770,800
3585,Glyma.11G139400::Gm11:10588770-10590770,1100
3586,Glyma.11G139400::Gm11:10588770-10590770,1700
3587,Glyma.11G139500::Gm11:10599593-10601593,1200
3588,Glyma.11G139500::Gm11:10599593-10601593,1300
3589,Glyma.11G139500::Gm11:10599593-10601593,1400
3590,Glyma.11G139500::Gm11:10599593-10601593,1500
3591,Glyma.11G139500::Gm11:10599593-10601593,1600
3592,Glyma.11G139500::Gm11:10599593-10601593,1700
3593,Glyma.11G139600::Gm11:10608712-10610712,0
3594,Glyma.11G139600::Gm11:10608712-10610712,100
3595,Glyma.11G139600::Gm11:10608712-10610712,200
3596,Glyma.11G139600::Gm11:10608712-10610712,900
3597,Glyma.11G139600::Gm11:10608712-10610712,1000
3598,Glyma.11G142600::Gm11:10842191-10844191,500
3599,Glyma.11G142600::Gm11:10842191-10844191,600
3600,Glyma.11G143500::Gm11:10923952-10925952,800
3601,Glyma.11G143500::Gm11:10923952-10925952,900
3602,Glyma.11G143500::Gm11:10923952-10925952,1000
3603,Glyma.11G143500::Gm11:10923952-10925952,1100
3604,Glyma.11G143500::Gm11:10923952-10925952,1200
3605,Glyma.11G143500::Gm11:10923952-10925952,1300
3606,Glyma.11G149825::Gm11:11327628-11329628,1100
3607,Glyma.11G151915::Gm11:11443798-11445798,1100
3608,Glyma.11G151915::Gm11:11443798-11445798,1200
3609,Glyma.11G151915::Gm11:11443798-11445798,1300
3610,Glyma.11G151915::Gm11:11443798-11445798,1500
3611,Glyma.11G152000::Gm11:18262696-18264696,1000
3612,Glyma.11G152000::Gm11:18262696-18264696,1100
3613,Glyma.11G152000::Gm11:18262696-18264696,1500
3614,Glyma.11G152200::Gm11:18296268-18298268,1500
3615,Glyma.11G152400::Gm11:18331649-18333649,1500
3616,Glyma.11G159021::Gm11:11853346-11855346,1200
3617,Glyma.11G159021::Gm11:11853346-11855346,1300
3618,Glyma.11G159230::Gm11:11946283-11948283,1000
3619,Glyma.11G160900::Gm11:20237524-20239524,100
3620,Glyma.11G160900::Gm11:20237524-20239524,200
3621,Glyma.11G161000::Gm11:20245128-20247128,1000
3622,Glyma.11G161000::Gm11:20245128-20247128,1400
3623,Glyma.11G161000::Gm11:20245128-20247128,1500
3624,Glyma.11G161947::Gm11:12211895-12213895,1200
3625,Glyma.11G162100::Gm11:20429812-20431812,200
3626,Glyma.11G163300::Gm11:20706851-20708851,600
3627,Glyma.11G163300::Gm11:20706851-20708851,700
3628,Glyma.11G163300::Gm11:20706851-20708851,800
3629,Glyma.11G164000::Gm11:20835679-20837679,1000
3630,Glyma.11G164000::Gm11:20835679-20837679,1100
3631,Glyma.11G164037::Gm11:12547955-12549955,1500
3632,Glyma.11G164037::Gm11:12547955-12549955,1700
3633,Glyma.11G166128::Gm11:12908697-12910697,200
3634,Glyma.11G166128::Gm11:12908697-12910697,700
3635,Glyma.11G176000::Gm11:25782989-25784989,1500
3636,Glyma.11G176000::Gm11:25782989-25784989,1600
3637,Glyma.11G178300::Gm11:28222657-28224657,700
3638,Glyma.11G178300::Gm11:28222657-28224657,800
3639,Glyma.11G178300::Gm11:28222657-28224657,900
3640,Glyma.11G179300::Gm11:15026110-15028110,1500
3641,Glyma.11G179400::Gm11:15032574-15034574,1000
3642,Glyma.11G179400::Gm11:15032574-15034574,1200
3643,Glyma.11G179400::Gm11:15032574-15034574,1300
3644,Glyma.11G183300::Gm11:15620896-15622896,1200
3645,Glyma.11G183300::Gm11:15620896-15622896,1600
3646,Glyma.11G183300::Gm11:15620896-15622896,1700
3647,Glyma.11G185700::Gm11:15981349-15983349,500
3648,Glyma.11G189500::Gm11:16284509-16286509,1300
3649,Glyma.11G191200::Gm11:16559233-16561233,1000
3650,Glyma.11G191200::Gm11:16559233-16561233,1100
3651,Glyma.11G191900::Gm11:16616053-16618053,1100
3652,Glyma.11G191900::Gm11:16616053-16618053,1200
3653,Glyma.11G192700::Gm11:16715460-16717460,1000
3654,Glyma.11G192700::Gm11:16715460-16717460,1400
3655,Glyma.11G196300::Gm11:17161157-17163157,1000
3656,Glyma.11G196300::Gm11:17161157-17163157,1100
3657,Glyma.11G200400::Gm11:33187007-33189007,1100
3658,Glyma.11G201200::Gm11:33359899-33361899,1000
3659,Glyma.11G201200::Gm11:33359899-33361899,1100
3660,Glyma.11G201700::Gm11:33407146-33409146,600
3661,Glyma.11G212900::Gm11:35450747-35452747,700
3662,Glyma.11G213000::Gm11:35462409-35464409,1100
3663,Glyma.11G213000::Gm11:35462409-35464409,1200
3664,Glyma.11G213000::Gm11:35462409-35464409,1300
3665,Glyma.11G213000::Gm11:35462409-35464409,1400
3666,Glyma.11G216900::Gm11:36026798-36028798,900
3667,Glyma.11G218600::Gm11:36189882-36191882,700
3668,Glyma.11G218900::Gm11:36223235-36225235,1300
3669,Glyma.11G218900::Gm11:36223235-36225235,1400
3670,Glyma.11G221600::Gm11:36551729-36553729,100
3671,Glyma.11G221600::Gm11:36551729-36553729,200
3672,Glyma.11G221600::Gm11:36551729-36553729,300
3673,Glyma.11G221600::Gm11:36551729-36553729,400
3674,Glyma.11G221600::Gm11:36551729-36553729,500
3675,Glyma.11G221600::Gm11:36551729-36553729,1200
3676,Glyma.11G221600::Gm11:36551729-36553729,1300
3677,Glyma.11G221600::Gm11:36551729-36553729,1400
3678,Glyma.11G221600::Gm11:36551729-36553729,1500
3679,Glyma.11G221600::Gm11:36551729-36553729,1600
3680,Glyma.11G221600::Gm11:36551729-36553729,1700
3681,Glyma.11G222300::Gm11:36610821-36612821,1500
3682,Glyma.11G222300::Gm11:36610821-36612821,1600
3683,Glyma.11G223700::Gm11:36727409-36729409,1000
3684,Glyma.11G223700::Gm11:36727409-36729409,1100
3685,Glyma.11G223700::Gm11:36727409-36729409,1200
3686,Glyma.11G223700::Gm11:36727409-36729409,1300
3687,Glyma.11G223700::Gm11:36727409-36729409,1400
3688,Glyma.11G226900::Gm11:37072129-37074129,300
3689,Glyma.11G228100::Gm11:37203153-37205153,1200
3690,Glyma.11G228100::Gm11:37203153-37205153,1300
3691,Glyma.11G230600::Gm11:37467982-37469982,1100
3692,Glyma.11G230700::Gm11:37500798-37502798,1600
3693,Glyma.11G231400::Gm11:37584010-37586010,1700
3694,Glyma.11G231600::Gm11:37609173-37611173,700
3695,Glyma.11G235600::Gm11:37932818-37934818,1100
3696,Glyma.11G235800::Gm11:37959223-37961223,200
3697,Glyma.11G235800::Gm11:37959223-37961223,1000
3698,Glyma.11G236600::Gm11:38024927-38026927,1300
3699,Glyma.11G236600::Gm11:38024927-38026927,1400
3700,Glyma.11G237200::Gm11:38054363-38056363,1500
3701,Glyma.11G241702::Gm11:38458598-38460598,1500
3702,Glyma.11G241702::Gm11:38458598-38460598,1600
3703,Glyma.11G242100::Gm11:38483856-38485856,1500
3704,Glyma.11G243100::Gm11:38591009-38593009,400
3705,Glyma.11G243100::Gm11:38591009-38593009,1200
3706,Glyma.11G243100::Gm11:38591009-38593009,1600
3707,Glyma.11G243200::Gm11:38595227-38597227,900
3708,Glyma.11G243900::Gm11:38642809-38644809,500
3709,Glyma.11G243900::Gm11:38642809-38644809,600
3710,Glyma.11G243900::Gm11:38642809-38644809,1700
3711,Glyma.11G244500::Gm11:38703874-38705874,100
3712,Glyma.11G244500::Gm11:38703874-38705874,200
3713,Glyma.11G244600::Gm11:38709801-38711801,100
3714,Glyma.11G244600::Gm11:38709801-38711801,300
3715,Glyma.11G245400::Gm11:38769334-38771334,900
3716,Glyma.11G245400::Gm11:38769334-38771334,1500
3717,Glyma.11G245400::Gm11:38769334-38771334,1600
3718,Glyma.11G245400::Gm11:38769334-38771334,1700
3719,Glyma.11G245600::Gm11:38777640-38779640,0
3720,Glyma.11G245600::Gm11:38777640-38779640,100
3721,Glyma.11G245600::Gm11:38777640-38779640,1100
3722,Glyma.11G245600::Gm11:38777640-38779640,1200
3723,Glyma.11G245600::Gm11:38777640-38779640,1500
3724,Glyma.11G245600::Gm11:38777640-38779640,1700
3725,Glyma.11G247500::Gm11:38900698-38902698,1200
3726,Glyma.11G247500::Gm11:38900698-38902698,1700
3727,Glyma.11G247600::Gm11:38907739-38909739,0
3728,Glyma.11G247600::Gm11:38907739-38909739,100
3729,Glyma.11G247600::Gm11:38907739-38909739,1600
3730,Glyma.11G247600::Gm11:38907739-38909739,1700
3731,Glyma.11G249600::Gm11:39039834-39041834,1000
3732,Glyma.11G249600::Gm11:39039834-39041834,1600
3733,Glyma.11G249600::Gm11:39039834-39041834,1700
3734,Glyma.11G250500::Gm11:39090013-39092013,1700
3735,Glyma.11G252200::Gm11:39204935-39206935,1100
3736,Glyma.11G252200::Gm11:39204935-39206935,1300
3737,Glyma.11G252700::Gm11:39243902-39245902,600
3738,Glyma.11G252700::Gm11:39243902-39245902,700
3739,Glyma.11G252700::Gm11:39243902-39245902,1400
3740,Glyma.12G002500::Gm12:195952-197952,1700
3741,Glyma.12G005200::Gm12:398387-400387,0
3742,Glyma.12G005200::Gm12:398387-400387,1700
3743,Glyma.12G005800::Gm12:434613-436613,100
3744,Glyma.12G005800::Gm12:434613-436613,200
3745,Glyma.12G005800::Gm12:434613-436613,300
3746,Glyma.12G005800::Gm12:434613-436613,400
3747,Glyma.12G005800::Gm12:434613-436613,500
3748,Glyma.12G005800::Gm12:434613-436613,600
3749,Glyma.12G005800::Gm12:434613-436613,700
3750,Glyma.12G005800::Gm12:434613-436613,800
3751,Glyma.12G005800::Gm12:434613-436613,1700
3752,Glyma.12G007000::Gm12:521670-523670,0
3753,Glyma.12G007100::Gm12:527045-529045,1600
3754,Glyma.12G007100::Gm12:527045-529045,1700
3755,Glyma.12G007300::Gm12:536796-538796,1100
3756,Glyma.12G007400::Gm12:542816-544816,1100
3757,Glyma.12G007400::Gm12:542816-544816,1200
3758,Glyma.12G007400::Gm12:542816-544816,1300
3759,Glyma.12G008700::Gm12:636123-638123,700
3760,Glyma.12G008700::Gm12:636123-638123,1000
3761,Glyma.12G008700::Gm12:636123-638123,1100
3762,Glyma.12G009700::Gm12:696555-698555,1700
3763,Glyma.12G015300::Gm12:1095190-1097190,1200
3764,Glyma.12G016300::Gm12:1147652-1149652,1200
3765,Glyma.12G016300::Gm12:1147652-1149652,1300
3766,Glyma.12G016500::Gm12:1163488-1165488,600
3767,Glyma.12G016900::Gm12:1186971-1188971,1500
3768,Glyma.12G016900::Gm12:1186971-1188971,1600
3769,Glyma.12G017700::Gm12:1234303-1236303,1600
3770,Glyma.12G017700::Gm12:1234303-1236303,1700
3771,Glyma.12G019000::Gm12:1328038-1330038,1200
3772,Glyma.12G019800::Gm12:1380732-1382732,0
3773,Glyma.12G019800::Gm12:1380732-1382732,100
3774,Glyma.12G020100::Gm12:1407004-1409004,1400
3775,Glyma.12G020600::Gm12:1457134-1459134,1300
3776,Glyma.12G021500::Gm12:1539886-1541886,1700
3777,Glyma.12G022100::Gm12:1594143-1596143,400
3778,Glyma.12G022100::Gm12:1594143-1596143,500
3779,Glyma.12G028100::Gm12:2078140-2080140,1300
3780,Glyma.12G028100::Gm12:2078140-2080140,1400
3781,Glyma.12G028100::Gm12:2078140-2080140,1500
3782,Glyma.12G028100::Gm12:2078140-2080140,1600
3783,Glyma.12G028100::Gm12:2078140-2080140,1700
3784,Glyma.12G031300::Gm12:2330153-2332153,1000
3785,Glyma.12G032200::Gm12:2409172-2411172,500
3786,Glyma.12G032200::Gm12:2409172-2411172,1400
3787,Glyma.12G032200::Gm12:2409172-2411172,1500
3788,Glyma.12G032200::Gm12:2409172-2411172,1600
3789,Glyma.12G032200::Gm12:2409172-2411172,1700
3790,Glyma.12G032500::Gm12:2440141-2442141,900
3791,Glyma.12G032500::Gm12:2440141-2442141,1000
3792,Glyma.12G032700::Gm12:2469098-2471098,700
3793,Glyma.12G036900::Gm12:2663752-2665752,1600
3794,Glyma.12G036900::Gm12:2663752-2665752,1700
3795,Glyma.12G037400::Gm12:2701926-2703926,600
3796,Glyma.12G037700::Gm12:2720213-2722213,400
3797,Glyma.12G037700::Gm12:2720213-2722213,500
3798,Glyma.12G040400::Gm12:2896398-2898398,1300
3799,Glyma.12G040800::Gm12:2955762-2957762,1400
3800,Glyma.12G041300::Gm12:2993064-2995064,1500
3801,Glyma.12G042500::Gm12:3051716-3053716,1200
3802,Glyma.12G043400::Gm12:3130266-3132266,400
3803,Glyma.12G043400::Gm12:3130266-3132266,500
3804,Glyma.12G043400::Gm12:3130266-3132266,600
3805,Glyma.12G043400::Gm12:3130266-3132266,700
3806,Glyma.12G043400::Gm12:3130266-3132266,1500
3807,Glyma.12G043400::Gm12:3130266-3132266,1600
3808,Glyma.12G045400::Gm12:3279064-3281064,1500
3809,Glyma.12G045700::Gm12:3301152-3303152,900
3810,Glyma.12G045700::Gm12:3301152-3303152,1700
3811,Glyma.12G046800::Gm12:3387733-3389733,1400
3812,Glyma.12G046800::Gm12:3387733-3389733,1700
3813,Glyma.12G047500::Gm12:3423857-3425857,0
3814,Glyma.12G047500::Gm12:3423857-3425857,100
3815,Glyma.12G047500::Gm12:3423857-3425857,200
3816,Glyma.12G047500::Gm12:3423857-3425857,1000
3817,Glyma.12G047500::Gm12:3423857-3425857,1100
3818,Glyma.12G047500::Gm12:3423857-3425857,1500
3819,Glyma.12G047500::Gm12:3423857-3425857,1600
3820,Glyma.12G049500::Gm12:3533345-3535345,1200
3821,Glyma.12G049700::Gm12:3549913-3551913,300
3822,Glyma.12G049700::Gm12:3549913-3551913,1300
3823,Glyma.12G049700::Gm12:3549913-3551913,1400
3824,Glyma.12G049700::Gm12:3549913-3551913,1500
3825,Glyma.12G052500::Gm12:3761306-3763306,200
3826,Glyma.12G052500::Gm12:3761306-3763306,300
3827,Glyma.12G052500::Gm12:3761306-3763306,400
3828,Glyma.12G053700::Gm12:3841605-3843605,1000
3829,Glyma.12G053700::Gm12:3841605-3843605,1100
3830,Glyma.12G053700::Gm12:3841605-3843605,1200
3831,Glyma.12G053700::Gm12:3841605-3843605,1300
3832,Glyma.12G054100::Gm12:3886827-3888827,1000
3833,Glyma.12G054200::Gm12:3904290-3906290,1000
3834,Glyma.12G055300::Gm12:3988024-3990024,800
3835,Glyma.12G055300::Gm12:3988024-3990024,900
3836,Glyma.12G055900::Gm12:4033844-4035844,600
3837,Glyma.12G057800::Gm12:4182507-4184507,700
3838,Glyma.12G057800::Gm12:4182507-4184507,1200
3839,Glyma.12G059300::Gm12:4275512-4277512,1600
3840,Glyma.12G063000::Gm12:4603350-4605350,800
3841,Glyma.12G063000::Gm12:4603350-4605350,1400
3842,Glyma.12G063000::Gm12:4603350-4605350,1500
3843,Glyma.12G063000::Gm12:4603350-4605350,1700
3844,Glyma.12G063200::Gm12:4628436-4630436,800
3845,Glyma.12G063200::Gm12:4628436-4630436,900
3846,Glyma.12G065900::Gm12:4822592-4824592,500
3847,Glyma.12G071000::Gm12:5181535-5183535,1600
3848,Glyma.12G071300::Gm12:5211601-5213601,1000
3849,Glyma.12G073000::Gm12:5373369-5375369,800
3850,Glyma.12G073100::Gm12:5381029-5383029,600
3851,Glyma.12G073100::Gm12:5381029-5383029,800
3852,Glyma.12G073100::Gm12:5381029-5383029,900
3853,Glyma.12G075300::Gm12:5723158-5725158,1000
3854,Glyma.12G075300::Gm12:5723158-5725158,1100
3855,Glyma.12G079800::Gm12:6229371-6231371,1200
3856,Glyma.12G079800::Gm12:6229371-6231371,1300
3857,Glyma.12G079800::Gm12:6229371-6231371,1400
3858,Glyma.12G079800::Gm12:6229371-6231371,1500
3859,Glyma.12G081100::Gm12:6385122-6387122,0
3860,Glyma.12G081100::Gm12:6385122-6387122,100
3861,Glyma.12G081100::Gm12:6385122-6387122,200
3862,Glyma.12G081100::Gm12:6385122-6387122,400
3863,Glyma.12G081100::Gm12:6385122-6387122,600
3864,Glyma.12G081300::Gm12:6397963-6399963,1000
3865,Glyma.12G081300::Gm12:6397963-6399963,1100
3866,Glyma.12G081300::Gm12:6397963-6399963,1200
3867,Glyma.12G082100::Gm12:6478357-6480357,900
3868,Glyma.12G082100::Gm12:6478357-6480357,1200
3869,Glyma.12G084500::Gm12:6769044-6771044,1000
3870,Glyma.12G084500::Gm12:6769044-6771044,1100
3871,Glyma.12G085500::Gm12:6874420-6876420,1000
3872,Glyma.12G085500::Gm12:6874420-6876420,1100
3873,Glyma.12G085900::Gm12:6910756-6912756,900
3874,Glyma.12G087100::Gm12:7036932-7038932,1300
3875,Glyma.12G088400::Gm12:7186987-7188987,1000
3876,Glyma.12G088400::Gm12:7186987-7188987,1100
3877,Glyma.12G095500::Gm12:8005896-8007896,1600
3878,Glyma.12G096300::Gm12:8096966-8098966,0
3879,Glyma.12G096300::Gm12:8096966-8098966,600
3880,Glyma.12G096300::Gm12:8096966-8098966,1600
3881,Glyma.12G097100::Gm12:8259802-8261802,1400
3882,Glyma.12G101200::Gm12:8898215-8900215,1200
3883,Glyma.12G103600::Gm12:9254778-9256778,400
3884,Glyma.12G103600::Gm12:9254778-9256778,1000
3885,Glyma.12G108100::Gm12:9899596-9901596,1700
3886,Glyma.12G110100::Gm12:10486546-10488546,0
3887,Glyma.12G110100::Gm12:10486546-10488546,100
3888,Glyma.12G110100::Gm12:10486546-10488546,700
3889,Glyma.12G110100::Gm12:10486546-10488546,800
3890,Glyma.12G110100::Gm12:10486546-10488546,900
3891,Glyma.12G116100::Gm12:11601375-11603375,1200
3892,Glyma.12G116100::Gm12:11601375-11603375,1300
3893,Glyma.12G116100::Gm12:11601375-11603375,1400
3894,Glyma.12G116800::Gm12:11676613-11678613,700
3895,Glyma.12G117500::Gm12:11872433-11874433,600
3896,Glyma.12G117900::Gm12:12070213-12072213,1400
3897,Glyma.12G117900::Gm12:12070213-12072213,1500
3898,Glyma.12G117900::Gm12:12070213-12072213,1600
3899,Glyma.12G120500::Gm12:12825220-12827220,1400
3900,Glyma.12G130200::Gm12:14581317-14583317,1000
3901,Glyma.12G137700::Gm12:16372197-16374197,700
3902,Glyma.12G137700::Gm12:16372197-16374197,800
3903,Glyma.12G137700::Gm12:16372197-16374197,1500
3904,Glyma.12G137700::Gm12:16372197-16374197,1600
3905,Glyma.12G137700::Gm12:16372197-16374197,1700
3906,Glyma.12G142900::Gm12:18470540-18472540,1100
3907,Glyma.12G143200::Gm12:18544973-18546973,1300
3908,Glyma.12G143200::Gm12:18544973-18546973,1400
3909,Glyma.12G143200::Gm12:18544973-18546973,1700
3910,Glyma.12G143900::Gm12:18925124-18927124,1500
3911,Glyma.12G144400::Gm12:19036256-19038256,1400
3912,Glyma.12G145400::Gm12:19575329-19577329,1400
3913,Glyma.12G151500::Gm12:21933878-21935878,1300
3914,Glyma.12G155900::Gm12:24533471-24535471,1300
3915,Glyma.12G156532::Gm12:25035253-25037253,700
3916,Glyma.12G156532::Gm12:25035253-25037253,1300
3917,Glyma.12G169200::Gm12:33886810-33888810,600
3918,Glyma.12G169200::Gm12:33886810-33888810,900
3919,Glyma.12G169400::Gm12:33904687-33906687,700
3920,Glyma.12G169400::Gm12:33904687-33906687,800
3921,Glyma.12G169500::Gm12:33905486-33907486,0
3922,Glyma.12G169600::Gm12:33909802-33911802,1600
3923,Glyma.12G172500::Gm12:34357958-34359958,1500
3924,Glyma.12G172500::Gm12:34357958-34359958,1600
3925,Glyma.12G172600::Gm12:34379952-34381952,1700
3926,Glyma.12G172800::Gm12:34414020-34416020,0
3927,Glyma.12G172800::Gm12:34414020-34416020,100
3928,Glyma.12G172800::Gm12:34414020-34416020,200
3929,Glyma.12G172800::Gm12:34414020-34416020,300
3930,Glyma.12G172800::Gm12:34414020-34416020,400
3931,Glyma.12G172800::Gm12:34414020-34416020,1400
3932,Glyma.12G172800::Gm12:34414020-34416020,1500
3933,Glyma.12G172800::Gm12:34414020-34416020,1600
3934,Glyma.12G175800::Gm12:34814150-34816150,0
3935,Glyma.12G179300::Gm12:35394217-35396217,800
3936,Glyma.12G179300::Gm12:35394217-35396217,900
3937,Glyma.12G179300::Gm12:35394217-35396217,1200
3938,Glyma.12G179600::Gm12:35452173-35454173,1000
3939,Glyma.12G179600::Gm12:35452173-35454173,1100
3940,Glyma.12G180000::Gm12:35513062-35515062,1400
3941,Glyma.12G180400::Gm12:35542777-35544777,1700
3942,Glyma.12G181500::Gm12:35664040-35666040,0
3943,Glyma.12G181500::Gm12:35664040-35666040,100
3944,Glyma.12G181500::Gm12:35664040-35666040,200
3945,Glyma.12G182100::Gm12:35765621-35767621,1000
3946,Glyma.12G182100::Gm12:35765621-35767621,1100
3947,Glyma.12G183200::Gm12:35871739-35873739,1500
3948,Glyma.12G184300::Gm12:36019243-36021243,1300
3949,Glyma.12G185400::Gm12:36110801-36112801,1400
3950,Glyma.12G187400::Gm12:36304057-36306057,200
3951,Glyma.12G189000::Gm12:36518589-36520589,1200
3952,Glyma.12G189000::Gm12:36518589-36520589,1700
3953,Glyma.12G189600::Gm12:36575165-36577165,1200
3954,Glyma.12G189600::Gm12:36575165-36577165,1300
3955,Glyma.12G189600::Gm12:36575165-36577165,1400
3956,Glyma.12G189600::Gm12:36575165-36577165,1500
3957,Glyma.12G191400::Gm12:36748465-36750465,200
3958,Glyma.12G191400::Gm12:36748465-36750465,300
3959,Glyma.12G191400::Gm12:36748465-36750465,400
3960,Glyma.12G191400::Gm12:36748465-36750465,500
3961,Glyma.12G191400::Gm12:36748465-36750465,600
3962,Glyma.12G193800::Gm12:37004082-37006082,1500
3963,Glyma.12G193800::Gm12:37004082-37006082,1600
3964,Glyma.12G194000::Gm12:37019927-37021927,1600
3965,Glyma.12G194300::Gm12:37053586-37055586,1200
3966,Glyma.12G194300::Gm12:37053586-37055586,1300
3967,Glyma.12G194300::Gm12:37053586-37055586,1600
3968,Glyma.12G196200::Gm12:37194831-37196831,1300
3969,Glyma.12G196200::Gm12:37194831-37196831,1400
3970,Glyma.12G196200::Gm12:37194831-37196831,1500
3971,Glyma.12G197400::Gm12:37289004-37291004,1200
3972,Glyma.12G198800::Gm12:37436904-37438904,1400
3973,Glyma.12G198800::Gm12:37436904-37438904,1500
3974,Glyma.12G199400::Gm12:37514114-37516114,400
3975,Glyma.12G199400::Gm12:37514114-37516114,800
3976,Glyma.12G200200::Gm12:37584119-37586119,100
3977,Glyma.12G200200::Gm12:37584119-37586119,200
3978,Glyma.12G200400::Gm12:37592893-37594893,1000
3979,Glyma.12G200400::Gm12:37592893-37594893,1100
3980,Glyma.12G208400::Gm12:38232099-38234099,1400
3981,Glyma.12G208400::Gm12:38232099-38234099,1500
3982,Glyma.12G208400::Gm12:38232099-38234099,1700
3983,Glyma.12G209300::Gm12:38320585-38322585,0
3984,Glyma.12G209300::Gm12:38320585-38322585,100
3985,Glyma.12G209800::Gm12:38357097-38359097,100
3986,Glyma.12G209800::Gm12:38357097-38359097,1300
3987,Glyma.12G209800::Gm12:38357097-38359097,1400
3988,Glyma.12G210000::Gm12:38374523-38376523,900
3989,Glyma.12G210600::Gm12:38411255-38413255,0
3990,Glyma.12G210600::Gm12:38411255-38413255,1100
3991,Glyma.12G210600::Gm12:38411255-38413255,1200
3992,Glyma.12G212100::Gm12:38574024-38576024,0
3993,Glyma.12G212500::Gm12:38609978-38611978,1400
3994,Glyma.12G212500::Gm12:38609978-38611978,1500
3995,Glyma.12G212500::Gm12:38609978-38611978,1600
3996,Glyma.12G212500::Gm12:38609978-38611978,1700
3997,Glyma.12G214100::Gm12:38807717-38809717,600
3998,Glyma.12G215100::Gm12:38893293-38895293,1100
3999,Glyma.12G215200::Gm12:38895994-38897994,1400
4000,Glyma.12G215300::Gm12:38909697-38911697,0
4001,Glyma.12G215300::Gm12:38909697-38911697,300
4002,Glyma.12G216100::Gm12:38983337-38985337,200
4003,Glyma.12G216100::Gm12:38983337-38985337,300
4004,Glyma.12G216100::Gm12:38983337-38985337,1200
4005,Glyma.12G219300::Gm12:39331513-39333513,1200
4006,Glyma.12G219300::Gm12:39331513-39333513,1300
4007,Glyma.12G219400::Gm12:39335610-39337610,1000
4008,Glyma.12G222000::Gm12:39567275-39569275,900
4009,Glyma.12G222000::Gm12:39567275-39569275,1000
4010,Glyma.12G222000::Gm12:39567275-39569275,1300
4011,Glyma.12G222000::Gm12:39567275-39569275,1400
4012,Glyma.12G223200::Gm12:39731484-39733484,1700
4013,Glyma.12G224000::Gm12:39774714-39776714,800
4014,Glyma.12G226100::Gm12:39996507-39998507,400
4015,Glyma.12G226100::Gm12:39996507-39998507,500
4016,Glyma.12G229000::Gm12:40350505-40352505,800
4017,Glyma.12G229000::Gm12:40350505-40352505,1600
4018,Glyma.12G229200::Gm12:40358912-40360912,1000
4019,Glyma.12G229200::Gm12:40358912-40360912,1700
4020,Glyma.12G234500::Gm12:40832963-40834963,1100
4021,Glyma.12G234500::Gm12:40832963-40834963,1200
4022,Glyma.12G234500::Gm12:40832963-40834963,1300
4023,Glyma.12G234500::Gm12:40832963-40834963,1400
4024,Glyma.12G235100::Gm12:40869293-40871293,1400
4025,Glyma.12G235500::Gm12:40888826-40890826,300
4026,Glyma.12G235500::Gm12:40888826-40890826,400
4027,Glyma.12G235500::Gm12:40888826-40890826,1100
4028,Glyma.12G235500::Gm12:40888826-40890826,1200
4029,Glyma.12G238200::Gm12:41163516-41165516,1300
4030,Glyma.12G238200::Gm12:41163516-41165516,1700
4031,Glyma.12G240600::Gm12:41360870-41362870,500
4032,Glyma.U031322::Gm12_scaffold_314:14287-16287,600
4033,Glyma.U031322::Gm12_scaffold_314:14287-16287,1000
4034,Glyma.U031322::Gm12_scaffold_314:14287-16287,1100
4035,Glyma.13G005100::Gm13:1518857-1520857,1500
4036,Glyma.13G005100::Gm13:1518857-1520857,1600
4037,Glyma.13G007200::Gm13:2063702-2065702,1200
4038,Glyma.13G007200::Gm13:2063702-2065702,1300
4039,Glyma.13G007200::Gm13:2063702-2065702,1400
4040,Glyma.13G009100::Gm13:2636796-2638796,1100
4041,Glyma.13G009100::Gm13:2636796-2638796,1400
4042,Glyma.13G028100::Gm13:6390958-6392958,1400
4043,Glyma.13G029200::Gm13:7676244-7678244,1000
4044,Glyma.13G029200::Gm13:7676244-7678244,1100
4045,Glyma.13G030700::Gm13:9152142-9154142,1500
4046,Glyma.13G032000::Gm13:9371763-9373763,600
4047,Glyma.13G032000::Gm13:9371763-9373763,1600
4048,Glyma.13G032700::Gm13:9522508-9524508,1300
4049,Glyma.13G035700::Gm13:10165982-10167982,1500
4050,Glyma.13G035700::Gm13:10165982-10167982,1600
4051,Glyma.13G035700::Gm13:10165982-10167982,1700
4052,Glyma.13G035800::Gm13:10227229-10229229,1000
4053,Glyma.13G035800::Gm13:10227229-10229229,1100
4054,Glyma.13G035900::Gm13:10238863-10240863,1100
4055,Glyma.13G035900::Gm13:10238863-10240863,1200
4056,Glyma.13G035900::Gm13:10238863-10240863,1300
4057,Glyma.13G036100::Gm13:10340636-10342636,1000
4058,Glyma.13G036100::Gm13:10340636-10342636,1100
4059,Glyma.13G036100::Gm13:10340636-10342636,1200
4060,Glyma.13G039900::Gm13:11382638-11384638,400
4061,Glyma.13G042500::Gm13:12627483-12629483,1200
4062,Glyma.13G044800::Gm13:12909282-12911282,800
4063,Glyma.13G044800::Gm13:12909282-12911282,900
4064,Glyma.13G044800::Gm13:12909282-12911282,1000
4065,Glyma.13G045100::Gm13:12944102-12946102,1400
4066,Glyma.13G045800::Gm13:13052842-13054842,900
4067,Glyma.13G045800::Gm13:13052842-13054842,1000
4068,Glyma.13G045800::Gm13:13052842-13054842,1100
